,fund,matched_firm,firm_confidence,cik_no_fund,form_d_fund_id,crd_no_firm,form_adv_firm_id
1574,Deloitte Llp,De Capital Management Llp,0.9465262826296745,1590837,58944,135725,
1575,Orbimed Global Healthcare Fund,Sphera Global Healthcare,0.8566314708452006,1588471,35022,172608,
1576,Ag Dli Iii Unlevered,S,1.0,1725677,40905,108401,
1577,Livingventures,S,1.0,1418506,24349,108401,
1578,Brigade Leveraged Capital Structures Fund,Structure Capital Management,0.9113682783780526,1387214,30667,262788,
1579,Value Partners Intelligent Funds China Convergence Fund,Value Partners Investment Counsel,0.895923024965532,1574865,34620,305404,74684.0
1580,Cornerstone Private Equity Fund Ix,Magic Stone Alternative Private Equity Fund Gp,0.760055567060297,1746156,42944,308916,
1581,Scp Real Estate Opportunities Fund I A,Broe Real Estate Opportunity Fund Manager,0.7550643469569557,1751473,43273,162214,
1582,Bull Bear Trading,Bull Bear,0.7507882207562688,1745789,42896,317904,
1583,Illumination America,Illumination Asset Management,0.739475210469651,1662574,25107,283109,
1584,Forester Partners Ii,Forest Capital Partners,0.785649082642234,1429725,31287,157355,
1585,Chilton Small Cap Mid Cap International Bvi,China Bridge Capital International Advisors,0.9574681996565171,1348211,30175,291198,
1586,Betacat Feeder Fund I,S,1.0,1665324,37605,108401,
1587,Estimated,Estatemark Financial,0.966938698635069,1727498,55026,140364,
1588,Kls Credit Opportunities Fund,Annaly Credit Opportunities Management,0.7602440101281093,1576282,34676,299542,
1589,Blue Lotus Investment Fund,Lotus Investment Advisors,0.8486518118667367,1660282,37432,172638,
1590,Torchlite Technologies,Income Technologies,0.7185717674938709,1637385,36593,284678,
1591,Baring Investment Series Baring Focused International Equity Fund,Baring International Investment,0.7560336382868657,1443715,31528,105724,5713.0
1592,Populus Technologies,Polaris Technologies,0.6911406861161503,1765178,44422,306805,
1593,University General Health System,Unity Wealth Partners,0.9931552068796596,1383960,24130,316222,
1594,Clean Energy Technology Association,Ngp Energy Technology Partners,0.7536283533063233,1611285,35770,158228,
1595,Kopernik Global Unconstrained Fund,Kopernik Global Investors,0.8180440071964963,1581501,34855,168625,34854.0
1596,Adventurous Entertainment,Indio Entertainment,0.7934401568108779,1737462,42033,291367,
1597,Waterfall Victoria Erisa Fund,S,1.0,1511871,54295,108401,
1598,Lyon Street Investors,Lyon Street Capital,0.6437516296313737,1452246,31632,163813,4378.0
1599,California Safe Soil,California Capital Management,0.9804373610205406,1543189,33689,130734,6162.0
1600,Hicor Technologies,Income Technologies,0.5489494849287874,1539069,58938,284678,
1601,Stadium Capital Qualified Partners,Qualified Capital,0.8103677040989458,1427178,31251,112888,
1602,Life Assets Trust Sa Compartment Viii,S,0.9999999999999999,1774486,49040,108401,
1603,Echo Automotive,Automotive Ventures Fund Management,0.9686593514172761,1453420,24582,321959,
1604,Discovery Harbour Resources,Harbour Financial Resources,0.7394121986476557,1576509,34684,110261,
1605,Palm Canyon Investors,Canyon Creek Investment Advisors,0.9470997951443381,1768127,45524,316378,
1606,Bandera Offshore Value Fund,Mark Offshore Management,0.9340148328536224,1382710,30591,109455,
1607,Smart Server,Start Smart,0.7786797244053387,1596961,25022,288487,
1608,Prince Street Fund,Prince Street Capital Management,0.7913176902698724,1468770,32126,131124,4803.0
1609,Ares Energy Opportunities Fund A,Energy Opportunities Capital Management,0.6667553104117508,1755998,55168,148186,428.0
1610,Artisan Credit Opportunities Gp,Summit Partners Credit Opportunities Gp,0.6832361358781552,1709638,39919,153193,
1611,Route One Fund Ii,Level One Fund,0.906161058698557,1502190,54543,318696,
1612,Oncbiomune Pharmaceuticals,Leerink Pharmaceutical Investments,0.9717766057412054,1362703,23986,172514,
1613,Surprise Covenant Group,Wealth Covenant Group,0.8974144164359386,1789380,60178,291453,
1614,D Opportunity Fund,Cobro Opportunity Fund Gp,0.6940957171936805,1664755,37580,309434,
1615,Rock Bluff High Yield Partnership,S,1.0,1694228,38915,108401,
1616,Raine Liquid Infrastructure Master Fund,Rare Infrastructure Limited,0.7587617617853288,1740652,42371,148789,5233.0
1617,Promus Access Ii,Promus Capital,0.8948481522013239,1680123,55654,147597,
1618,Salient Private Access Registered Fund L P,Altera Private Access,0.9216331995236087,1279394,29493,287467,
1619,Afore Capital Ii,Afore Capital Management,0.6537647936894175,1768397,45689,285601,
1620,Onevc Fund I,Avc Fund Management,0.8444466511452361,1747280,43039,316829,
1621,Pace Fund, Fund,0.7172883695415664,1727164,41007,281914,
1622,Pocketnest,Pocketnest,0.0,1760539,60110,297534,
1623,Multi Advisor Funds Emerging Markets Debt Fund,Multi Fund Management,0.9502456912472402,1544906,33745,108022,
1624,Biochar Now,S,1.0,1537234,33558,108401,
1625,Houston American Energy,Houston Energy Advisors,0.6797385838589913,1156041,23356,160156,
1626,Centage,Centana Management,0.7318031437226162,1621127,36092,282257,
1627,Taqtile,S,1.0,1784227,54131,108401,
1628,Point Capital,Point Capital Management,0.5473470528694736,1514183,24794,310393,
1629,Talview,Globalview Capital,0.9672564654593133,1742989,42584,128533,
1630,Alkeon Innovation Opportunity Fund,Cannon Venture Opportunities,0.9027151448682172,1769016,46011,305350,
1631,Sequel Capital Fund Iii,Sequence Capital,0.8731639403090992,1673092,38035,139367,7403.0
1632,Brrr!,S,1.0,1734523,41693,108401,
1633,Millennium Prime,Millennium Management,0.6102320075415997,1100779,22940,158117,2882.0
1634,Zp Offshore Utility Fund,S,1.0,1049822,28027,108401,
1635,Merganser Intermediate Term Bond Fund Ii,S,1.0000000000000002,1634405,36473,108401,
1636,Guggenheim Partners Opportunistic Investment Grade Securities Fund ,Guggenheim Partners Investment Management,0.8441421348230915,1641219,53860,137432,97.0
1637,Aemetis,Aem Asset Management,0.8828266872122769,738214,21299,310360,
1638,Makena Perpetual Venture Capital Fund,Perpetual Capital Management,0.7789268766417071,1710035,39941,166604,
1639,New Global Energy,Fe Global Clean Energy,0.7596479699018226,1543083,24884,160845,
1640,Erdene Resource Development,Sound Development,0.8679106401174516,1398972,30809,283211,
1641,Photo Sesh,S,0.9999999999999999,1686300,38613,108401,
1642,Gambit Energy,Cam Energy,0.7713823270228864,90310,21066,137468,
1643,Trian Partners Investment Opportunities Fund,Soar Investment Opportunities,0.7409492800052432,1631310,36370,300437,
1644,Global Equity Absolute Return Partners,Absolute Equity Managers,0.7666702117397323,1566023,34328,158727,
1645,Row Diversified X Offshore Fund,London Diversified Fund Management,0.9965485670609884,1679952,38388,138766,
1646,Ictv Brands,S,1.0,1076522,22540,108401,
1647,Jana Care,Jana Partners,0.880939660827017,1696563,39000,151318,2424.0
1648,T  T Bird A Series Of Skunk Capital,S,0.9999999999999998,1758085,43680,108401,
1649,Aqr International Equity Fund Ii,Equity International,0.8174895605226831,1487702,32450,156961,
1650,Arrogene,Arrow Partners,0.990448790793988,1403792,24258,282416,
1651,Park City Group,Park City Capital,0.6952341171394129,50471,21002,148103,34564.0
1652,Crestview Holdings Iv Offshore,S,0.9999999999999998,1741476,42439,108401,
1653,Waterfront Cp Enhanced Partners,Waterfront Capital Partners,0.8039882966169537,1694899,58456,167801,4724.0
1654,Koga Engineering Construction,Th Construction,0.9279493032502584,1505201,32811,167409,
1655,American Brewing Company,American Superior Company,0.8857109227181044,1579823,24985,105044,
1656,Ensurge,Ensure Capital,0.8001614839903675,789879,21412,158052,
1657,Fig Capital Investments,Tag Capital Investments,0.6206060934183799,1570213,34451,307967,
1658,Brotchie Capital Partners,Brotchie Capital Management,0.6425428850933592,1668714,37770,168874,
1659,Zomedica Pharmaceuticals,Leerink Pharmaceutical Investments,0.8828441663361296,1684144,38552,172514,
1660,Neumentum,Neuman Capital Management,0.8396054119940926,1720959,40630,114606,
1661,Pantera Venture Fund Iii A,Mgp Venture Fund Iii Gp,0.786300037740935,1751437,60095,318455,
1662,Ahl Davy Crockett Fund Restricted,S,0.9999999999999999,1668930,37775,108401,
1663,Avatar Capital Finance,Avivar Capital,0.7304155319665459,1342986,30130,215516,
1664,Mena Admiral Fund,Admiral Capital Management,0.9271512731153977,1440893,31481,142550,9081.0
1665,Rmb Japan Opportunities Fund,Eschaton Opportunities Fund Management,0.8730383804142461,1487073,60014,285575,
1666,Mosaic Real Estate Credit,Crescent Real Estate,0.8859288853640442,1648233,37036,158397,
1667,Wallit,Wallis Advisors,0.8429790889416167,1728465,41094,170915,
1668,Broadoak Fund Iv,Broadoak Asset Management,0.7791196741147198,1753412,43373,148901,
1669,Project One Nutrition,Project A,0.8064815058150232,1694270,38916,319556,
1670,Greywolf Clo Credit Fund I,Greywolf Capital Management,0.832119878221657,1543948,33703,138715,2964.0
1671,Tiny Ii A Series Of Continental Tiny Supercomputer Investment Companies,Investment Company Capital,0.965966593671705,1743338,42624,107676,
1672,Global Access Portfolios,Global Portfolios,0.5592498971703356,1415522,31063,129777,
1673,Highlight Capital Fund,Highlight Capital Partners,0.5601176556766095,1657000,37330,288352,
1674,Aviator Capital Fund Iv Global Feeder,Baird Capital Global Fund Management I,0.9478345677863754,1748484,43115,283680,
1675,Xpresspa Group,Osprey Group,0.9578222974045889,1410428,30993,138028,
1676,Aims Nj Multi Strategy Portfolio,Portfolio Strategy Management,0.9004030215591783,1375637,30512,123159,
1677,Infinity Green,Infinity Capital Management,0.7916623017672685,1737814,42069,151697,
1678,Kasisto,S,1.0,1618258,56955,108401,
1679,Monarch Capital Partners Offshore Ii,Contrarian Capital Offshore Management,0.8392924748967849,1518200,33129,113184,
1680,Sensato Asia Pacific Fund,Pacific Fund Management,0.8415932429770084,1493805,32584,167246,
1681,Redstone Vista I,Redstone Advisors,0.8215428235310319,1768155,45535,107699,
1682,Kingsferry Classic Value Fund I,Kingsferry Capital,0.8559822809706159,1746141,42939,291522,142583.0
1683,Acoustic Wave Cell Therapy,S,0.9999999999999999,1706636,39682,108401,
1684,Saba Capital Tail Hedge Offshore Fund,Contrarian Capital Offshore Management,0.9558128040617988,1498873,32685,113184,
1685,Uranium Energy,Cam Energy,0.8500320932151455,1334933,23855,137468,
1686,Pwrcor,Pwr Financial Services,0.8903756323074148,733337,21292,112299,
1687,Healthwarehousecom,Storehouse Wealth Management,0.9867489299725325,754813,21334,315433,
1688,Half Moon Capital Partners,Half Moon Capital,0.5287865264545957,1522486,33230,293703,55223.0
1689,Magellan Gold,Sand Gold,0.8850708550029565,1515317,24800,171366,
1690,Alliancebernstein Delaware Business Trust Ab Emerging Markets Debt Opportunities Series,Wasserstein Debt Opportunities Management,0.859998166043972,1699995,39237,286158,128232.0
1691,Virtual Learning Company,Conning Company,0.8947524562814037,1518336,24815,1512,
1692,Sutor Technology Group,Compass Technology Group,0.6708450903702312,1041177,22292,157388,142212.0
1693,Gam Beachwood Total Return Fund,Total Return Capital,0.9767706813946216,1469834,32153,291998,
1694,Plastomics,Intellinomics,0.9805558231478249,1762390,44044,132456,
1695,Baines Creek Partners,Baines Creek Capital,0.6361836916851338,1627590,36249,174338,20765.0
1696,Prourocare Medical,Mt Medical Properties Manager,0.9916824223894345,1222244,23563,323702,
1697,Divcowest Fund Vi A,S,1.0,1789442,60187,108401,
1698,Systematica Bluematrix Fund,Systematic Financial Management,0.9883922244986623,1440345,31476,106146,662.0
1699,Halyard Fixed Income Fund,Brandes Fixed Income Partners,0.8711446587103568,1500169,60018,106465,
1700,Asia Alpha Advantage Fund,Alpha Fund Management,0.7293685834403856,1390479,30704,110930,
1701,Navigator Investors L P,Navigator Asset Management,0.8852927073328718,941679,27550,307553,
1702,Silvery Lupine Fund,Silverstone Financial,0.9687532975410157,1613647,35851,316845,
1703,Third Point Ultra,Third Point,0.7281696596212569,1341762,30113,137927,221.0
1704, Capital Global Ex Us Fund, Global Capital,0.8508793472867062,1635197,36499,153329,12770.0
1705,Zetland Special Situations Feeder Fund I,Vep Special Situations Fund ,0.7514716324457278,1732462,41447,281940,
1706,Draughtlab,Vaught Capital,0.9411245389873522,1789621,60210,116528,
1707,Shine Medical Technologies,Income Technologies,0.7706753964717115,1514300,33017,284678,
1708,Pm Manager Fund Spc Segregated Portfolio ,Strategic Portfolio Managers,0.9464264693155996,1571772,34504,155286,
1709,Audax Credit Bdc,Audax Group,0.9340224849678364,1633858,36447,160483,
1710,Seabridge Asia Redux,Seabridge Investment Advisors,0.9873298720548641,1263853,29375,108681,3431.0
1711,Neuberger Berman Risk Parity Fund,Neuberger Berman Management,0.7453357249798396,1617282,35969,5493,7620.0
1712,Lazard Short Duration Strategy Mbs Portfolio A Series Of Lazard Mbs Focus Funds,S,1.0000000000000002,1614496,35879,108401,
1713,Pelerin Global Value Fund Usa,Global Value Investment,0.9157195685291528,1518980,33149,144260,112555.0
1714,Grouper Market Neutral Fund,Juggernaut Market Neutral,0.9009747640153146,1678209,38295,300705,59114.0
1715,Incentifind,Fifit,0.904403390893835,1789114,60157,307957,
1716,Macrofab,Thorofare,0.9662861881770289,1649153,37072,171293,
1717,Acuta Ventures,Acuta Venture Management,0.46684809144449796,1601194,35391,308807,
1718,Blue Rock Capital Fund Ii,Blue Rock Capital,0.624434076573326,1268577,29407,300876,
1719,Tolis Investment Strategies,Investment Strategies,0.5733234342525254,1581144,34842,155481,
1720,Ag Commercial Real Estate Debt Opportunities Holdings,Wasserstein Debt Opportunities Management,0.901240110228519,1658405,54020,286158,128232.0
1721,Signallamp Health,Signet Healthcare Management,0.9060080910534892,1689705,38724,284087,
1722,Dicon,Income Discovery,0.9740667872233326,1375195,24079,157342,
1723,Sfg Income Fund Vii,Sfg,0.9182593274605483,1662713,37506,105030,
1724,Tiny Fund Ii A Series Of Tiny Supercomputer Investment Companies,S,1.0000000000000002,1742698,42554,108401,
1725,Mkca Opportunity Fund,Cobro Opportunity Fund Gp,0.8233569410498806,1465069,32035,309434,
1726,Vinculum Wine,S,0.9999999999999999,1504329,32786,108401,
1727,Wright Wold Scientific,Wright Wealth,0.9200033323935837,1768071,45490,321215,
1728,Rcp Fund Xiii,Swvp Fund Xviii Gp,0.9553045956050378,1746079,42926,288354,
1729,Hedge Program Fund Qp,S,0.9999999999999999,1703456,39482,108401,
1730,Capeview Azri Fund,Azroc Securities,0.9883408909857493,1553391,34011,113679,
1731,Lazard International Strategic Equity Acw Ex Us Trust,Strategic Equity Capital Ii,0.9563271802950696,1525576,33305,137569,
1732,Forgepoint Cybersecurity Fund Ii,Cyberstarts Venture Fund,0.9820649676102705,1767688,45309,297144,
1733,Cmwa International Small Cap Partnership,Smart Partnership Capital,0.8626829663707087,1484940,32400,317191,
1734,Blackstone Property Partners Europe,Blackstone Property Advisors,0.6297643237195489,1721008,40634,226598,
1735,Lazard Emerging Markets Institutional Trust,Emerging Markets Investors Corporation,0.9491879789770944,1388989,30687,104821,8031.0
1736,Ppj Enterprise,Ppc Enterprises,0.7996420010905381,1192069,23521,165075,
1737,Basso Spac Fund, Fund,0.9989570372642874,1511390,32928,281914,
1738,Marshall Wace Eureka Asp Fund A Series Of Alternative Strategies Platform,Fursa Alternative Strategies,0.8938916671313957,1606450,35589,108277,13303.0
1739,D Global Technologies,K Global Technology,0.6433799440310297,1382219,24120,301937,
1740,Sime Diagnostics,S,1.0,1600690,35366,108401,
1741,Energy Water Services Investco,Helios Energy Services I,0.8611511244510694,1735495,41816,127119,
1742,Multi Advisor Funds Global Emerging Markets Fund,Emet Fund Global Advisors,0.8054159161009986,1611034,35757,315189,
1743,Golub Capital Investment,Hub Investment Advisors,0.9270790073429455,1627515,36245,164600,
1744,Ajo Emerging Markets Enhanced Hedge Fund,Oppenheimer Emerging Markets Management,0.992507925570689,1649491,37089,106824,
1745,Phenixpp,S,1.0,1657305,37345,108401,
1746,Hartford Life Insurance Icmg Series Iv,Kemper Investors Life Insurance,0.9899960022863739,1170473,28887,105787,2104.0
1747,Gold Breaker Fund,Gold Breaker,0.5304535361117917,1697326,39037,287559,
1748,Westmountain Index Advisor,Index Fund Advisors,0.8325668876169507,1421601,24378,109143,141210.0
1749,Capnia,Swapnick,0.8125413078309738,1484565,32393,299071,
1750,Monster Offers,S,0.9999999999999999,1423746,24407,108401,
1751,Falcon Edge Global, Global,0.9082288365117946,1554040,34031,161526,
1752,Sterling Adg Investments,Sterling Investment Advisors,0.6314750700981248,1762595,44067,140710,10276.0
1753,Legion Real Estate,Allegiant Real Estate Capital,0.7767572557946644,1780855,52401,285525,
1754,Hci Cleaning Products,Conning Investment Products,0.8591098961184446,1651260,37145,120387,
1755,Invesco Fixed Income Trust Invesco Short Term Investment Fund,Invesco Investment Advisers,0.7946006636292057,1690341,38755,104885,8552.0
